contract,sample_id,planet,measure,jhora_value_virupa,pyjhora_value_virupa,signed_delta_virupa,absolute_delta_virupa,tolerance_virupa,pass_fail,jhora_evidence_path,jhora_evidence_sha256,pyjhora_source,notes
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,SUN,sthana,174.200000000,174.210000000,-0.010000000,0.010000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MOON,naisargika,51.430000000,51.430000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MOON,drik,-21.390000000,-2.290000000,-19.100000000,19.100000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MOON,total,434.660000000,469.050000000,-34.390000000,34.390000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_summary_locked.jpg,E8F55477A3313A632FAD10A85A3C33E4D683ECB0408DB7BDD36E4DCAD710FC13,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MARS,sthana,164.740000000,164.740000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MARS,kaala,136.600000000,111.620000000,24.980000000,24.980000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MARS,dig,48.080000000,44.850000000,3.230000000,3.230000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MARS,chesta,45.440000000,74.610000000,-29.170000000,29.170000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MARS,naisargika,17.140000000,17.140000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MARS,drik,-14.110000000,5.290000000,-19.400000000,19.400000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MARS,total,397.890000000,448.550000000,-50.660000000,50.660000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_summary_locked.jpg,E8F55477A3313A632FAD10A85A3C33E4D683ECB0408DB7BDD36E4DCAD710FC13,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MERCURY,sthana,150.790000000,150.790000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MERCURY,kaala,149.040000000,208.950000000,-59.910000000,59.910000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MERCURY,dig,16.050000000,16.050000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MERCURY,chesta,35.410000000,84.570000000,-49.160000000,49.160000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MERCURY,naisargika,25.700000000,25.710000000,-0.010000000,0.010000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MERCURY,drik,-1.470000000,-1.470000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,MERCURY,total,375.530000000,572.500000000,-196.970000000,196.970000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_summary_locked.jpg,E8F55477A3313A632FAD10A85A3C33E4D683ECB0408DB7BDD36E4DCAD710FC13,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,JUPITER,sthana,232.530000000,232.530000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,JUPITER,kaala,160.200000000,245.470000000,-85.270000000,85.270000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,JUPITER,dig,6.440000000,6.440000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,JUPITER,chesta,30.600000000,89.350000000,-58.750000000,58.750000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,JUPITER,naisargika,34.280000000,34.290000000,-0.010000000,0.010000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,JUPITER,drik,-23.680000000,-20.460000000,-3.220000000,3.220000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,JUPITER,total,440.370000000,587.620000000,-147.250000000,147.250000000,0.5,fail,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_summary_locked.jpg,E8F55477A3313A632FAD10A85A3C33E4D683ECB0408DB7BDD36E4DCAD710FC13,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
GANN_JHORA_PYJHORA_COMPARISON_V1,case_8_event_start,VENUS,sthana,191.810000000,191.810000000,0.000000000,0.000000000,0.5,pass,status\evidence\jhora_shadbala_20260723\case_8_event_start_shadbala_breakup_locked.jpg,CC3008068069F93EDBB85C66764B379A7CCE20FF2838A877CCBE1EC4ABBA44F2,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa,Locked independent JHora GUI witness versus pinned PyJHora Tier B export; diagnostic comparison only; no tolerance widening.
