contract,sample_id,local_iso,timezone,latitude,longitude,location,planet,sthana_subcomponent,jhora_value_virupa,jhora_version,jhora_exe_sha256,settings_json,settings_sha256,evidence_view,evidence_path,evidence_sha256,reviewer,captured_at_utc,status,notes
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,uchcha,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,saptavargaja,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,ojayugma,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,kendradi,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,drekkana,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,uchcha,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,saptavargaja,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,ojayugma,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,kendradi,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,drekkana,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,uchcha,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,saptavargaja,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,ojayugma,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,kendradi,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,drekkana,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,VENUS,uchcha,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,VENUS,saptavargaja,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
GANN_JHORA_STHANA_SUBCOMPONENT_WITNESS_V1,case_8_event_start,2025-03-07T19:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,VENUS,ojayugma,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,visible_sthana_subcomponent_breakdown,,,,,pending_visible_jhora_subcomponent_capture,
