table_id,row_key,column_key,raw_token,major,kala,normalized_value,source_id,transcription_pass,pdf_page,printed_page,unit_kind,notes
relationship_vedha_viswa,half,malefic_own,2|30,2,30,2.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,half,malefic_friend,5|0,5,0,5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,half,malefic_neutral,7|30,7,30,7.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,half,malefic_enemy,10|0,10,0,10,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,quarter,benefic_own,5|0,5,0,5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,quarter,benefic_friend,3|45,3,45,3.75,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,quarter,benefic_neutral,2|30,2,30,2.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,quarter,benefic_enemy,1|15,1,15,1.25,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,quarter,malefic_own,1|15,1,15,1.25,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,quarter,malefic_friend,2|30,2,30,2.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,quarter,malefic_neutral,3|45,3,45,3.75,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
relationship_vedha_viswa,quarter,malefic_enemy,5|0,5,0,5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,82,72,viswa_kala,
planet_aspect_houses,quarter,sun,3|10,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,quarter,moon,3|10,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,quarter,mars,3|10,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,quarter,mercury,3|10,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,quarter,jupiter,3|10,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,quarter,venus,3|10,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,quarter,saturn,0,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,quarter,rahu,3|10,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,quarter,ketu,3|10,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,sun,5|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,moon,5|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,mars,5|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,mercury,5|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,jupiter,0,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,venus,5|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,saturn,5|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,rahu,5|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,half,ketu,5|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,sun,4|8,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,moon,4|8,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,mars,0,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,mercury,4|8,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,jupiter,4|8,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,venus,4|8,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,saturn,4|8,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,rahu,4|8,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,three_quarter,ketu,4|8,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,sun,7,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,moon,7,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,mars,4|8|7,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,mercury,7,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,jupiter,5|7|9,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,venus,7,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,saturn,3|10|7,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,rahu,7,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
planet_aspect_houses,full,ketu,7,,,,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,83,73,house_list,bars_are_house_separators_not_sexagesimal
five_class_vedha_viswa,full,benefic_1,1|0,1,0,1,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,benefic_2,2|0,2,0,2,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,benefic_3,3|0,3,0,3,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,benefic_4,4|0,4,0,4,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,benefic_5,5|0,5,0,5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,malefic_1,0|48,0,48,0.8,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,malefic_2,1|36,1,36,1.6,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,malefic_3,2|24,2,24,2.4,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,malefic_4,3|12,3,12,3.2,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,full,malefic_5,4|0,4,0,4,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,benefic_1,0|45,0,45,0.75,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,benefic_2,1|30,1,30,1.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,benefic_3,2|15,2,15,2.25,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,benefic_4,3|0,3,0,3,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,benefic_5,3|45,3,45,3.75,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,malefic_1,0|36,0,36,0.6,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,malefic_2,1|12,1,12,1.2,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,malefic_3,1|48,1,48,1.8,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,three_quarter,malefic_4,2|18,2,18,2.3,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,source_preserved_scaling_anomaly
five_class_vedha_viswa,three_quarter,malefic_5,3|0,3,0,3,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,benefic_1,0|30,0,30,0.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,benefic_2,1|0,1,0,1,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,benefic_3,1|30,1,30,1.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,benefic_4,2|0,2,0,2,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,benefic_5,2|30,2,30,2.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,malefic_1,0|24,0,24,0.4,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,malefic_2,0|48,0,48,0.8,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,malefic_3,1|12,1,12,1.2,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,malefic_4,1|36,1,36,1.6,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,half,malefic_5,2|0,2,0,2,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,benefic_1,0|15,0,15,0.25,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,benefic_2,0|30,0,30,0.5,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,benefic_3,0|45,0,45,0.75,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,benefic_4,1|0,1,0,1,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,benefic_5,1|15,1,15,1.25,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,malefic_1,0|12,0,12,0.2,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,malefic_2,0|24,0,24,0.4,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,malefic_3,0|36,0,36,0.6,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,malefic_4,0|48,0,48,0.8,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
five_class_vedha_viswa,quarter,malefic_5,1|0,1,0,1,TRAILOKYA_DIPIKA_VYAS_KHEMRAJ_2016_REPRINT,pass_2_2016_reprint_images,85,75,viswa_kala,
